0.010000 	 1.029500 	 1.030211 	 0.000711  
0.020000 	 1.059411 	 1.060892 	 0.001481  
0.030000 	 1.089802 	 1.092118 	 0.002317  
0.040000 	 1.120745 	 1.123973 	 0.003228  
0.050000 	 1.152322 	 1.156549 	 0.004227  
0.060000 	 1.184623 	 1.189950 	 0.005326  
0.070000 	 1.217748 	 1.224289 	 0.006541  
0.080000 	 1.251806 	 1.259697 	 0.007891  
0.090000 	 1.286922 	 1.296319 	 0.009398  
0.100000 	 1.323235 	 1.334324 	 0.011089  
0.110000 	 1.360904 	 1.373901 	 0.012996  
0.120000 	 1.400109 	 1.415270 	 0.015161  
0.130000 	 1.441056 	 1.458688 	 0.017632  
0.140000 	 1.483981 	 1.504453 	 0.020472  
0.150000 	 1.529161 	 1.552919 	 0.023757  
0.160000 	 1.576918 	 1.604505 	 0.027587  
0.170000 	 1.627631 	 1.659717 	 0.032086  
0.180000 	 1.681750 	 1.719170 	 0.037420  
0.190000 	 1.739815 	 1.783619 	 0.043804  
0.200000 	 1.802478 	 1.854005 	 0.051527  
0.210000 	 1.870539 	 1.931523 	 0.060984  
0.220000 	 1.944988 	 2.017709 	 0.072721  
0.230000 	 2.027066 	 2.114583 	 0.087517  
0.240000 	 2.118358 	 2.224866 	 0.106508  
0.250000 	 2.220919 	 2.352322 	 0.131404  
0.260000 	 2.337465 	 2.502344 	 0.164879  
0.270000 	 2.471678 	 2.682978 	 0.211300  
0.280000 	 2.628677 	 2.906898 	 0.278221  
0.290000 	 2.815818 	 3.195486 	 0.379668  
0.300000 	 3.044079 	 3.588440 	 0.544361  
0.310000 	 3.330656 	 4.170594 	 0.839938  
0.320000 	 3.704135 	 5.170339 	 1.466204  
0.330000 	 4.215865 	 7.576080 	 3.360216  
0.340000 	 4.968172 	 46.108294 	 41.140122  
