0.010000 	 1.010000 	 1.009900 	 0.000100  
0.020000 	 1.019799 	 1.019603 	 0.000196  
0.030000 	 1.029399 	 1.029109 	 0.000290  
0.040000 	 1.038803 	 1.038423 	 0.000381  
0.050000 	 1.048014 	 1.047545 	 0.000468  
0.060000 	 1.057032 	 1.056479 	 0.000553  
0.070000 	 1.065863 	 1.065227 	 0.000635  
0.080000 	 1.074507 	 1.073793 	 0.000714  
0.090000 	 1.082969 	 1.082178 	 0.000791  
0.100000 	 1.091251 	 1.090386 	 0.000864  
0.110000 	 1.099356 	 1.098420 	 0.000935  
0.120000 	 1.107287 	 1.106283 	 0.001004  
0.130000 	 1.115048 	 1.113979 	 0.001070  
0.140000 	 1.122642 	 1.121509 	 0.001133  
0.150000 	 1.130073 	 1.128879 	 0.001194  
0.160000 	 1.137343 	 1.136091 	 0.001252  
0.170000 	 1.144457 	 1.143148 	 0.001309  
0.180000 	 1.151417 	 1.150054 	 0.001363  
0.190000 	 1.158228 	 1.156813 	 0.001415  
0.200000 	 1.164893 	 1.163428 	 0.001465  
0.210000 	 1.171416 	 1.169903 	 0.001513  
0.220000 	 1.177800 	 1.176241 	 0.001559  
0.230000 	 1.184050 	 1.182446 	 0.001604  
0.240000 	 1.190168 	 1.188522 	 0.001646  
0.250000 	 1.196160 	 1.194472 	 0.001687  
0.260000 	 1.202028 	 1.200301 	 0.001727  
0.270000 	 1.207776 	 1.206011 	 0.001765  
0.280000 	 1.213408 	 1.211606 	 0.001802  
0.290000 	 1.218928 	 1.217091 	 0.001837  
0.300000 	 1.224340 	 1.222469 	 0.001871  
0.310000 	 1.229648 	 1.227744 	 0.001904  
0.320000 	 1.234856 	 1.232919 	 0.001936  
0.330000 	 1.239966 	 1.237999 	 0.001967  
0.340000 	 1.244984 	 1.242986 	 0.001998  
0.350000 	 1.249913 	 1.247886 	 0.002027  
0.360000 	 1.254757 	 1.252701 	 0.002056  
0.370000 	 1.259519 	 1.257435 	 0.002084  
0.380000 	 1.264204 	 1.262092 	 0.002112  
0.390000 	 1.268815 	 1.266676 	 0.002139  
0.400000 	 1.273356 	 1.271190 	 0.002166  
0.410000 	 1.277831 	 1.275639 	 0.002192  
0.420000 	 1.282243 	 1.280025 	 0.002218  
0.430000 	 1.286597 	 1.284352 	 0.002244  
0.440000 	 1.290895 	 1.288625 	 0.002270  
0.450000 	 1.295143 	 1.292846 	 0.002296  
0.460000 	 1.299342 	 1.297020 	 0.002322  
0.470000 	 1.303497 	 1.301149 	 0.002348  
0.480000 	 1.307612 	 1.305238 	 0.002375  
0.490000 	 1.311690 	 1.309289 	 0.002401  
0.500000 	 1.315735 	 1.313307 	 0.002428  
0.510000 	 1.319750 	 1.317295 	 0.002455  
0.520000 	 1.323738 	 1.321256 	 0.002483  
0.530000 	 1.327704 	 1.325194 	 0.002511  
0.540000 	 1.331651 	 1.329112 	 0.002539  
0.550000 	 1.335582 	 1.333013 	 0.002569  
0.560000 	 1.339500 	 1.336902 	 0.002598  
0.570000 	 1.343410 	 1.340781 	 0.002629  
0.580000 	 1.347313 	 1.344653 	 0.002660  
0.590000 	 1.351214 	 1.348522 	 0.002692  
0.600000 	 1.355117 	 1.352391 	 0.002725  
0.610000 	 1.359023 	 1.356264 	 0.002759  
0.620000 	 1.362937 	 1.360143 	 0.002794  
0.630000 	 1.366861 	 1.364032 	 0.002830  
0.640000 	 1.370800 	 1.367933 	 0.002866  
0.650000 	 1.374755 	 1.371851 	 0.002904  
0.660000 	 1.378731 	 1.375787 	 0.002943  
0.670000 	 1.382729 	 1.379746 	 0.002983  
0.680000 	 1.386754 	 1.383730 	 0.003024  
0.690000 	 1.390808 	 1.387741 	 0.003067  
0.700000 	 1.394895 	 1.391784 	 0.003111  
0.710000 	 1.399017 	 1.395861 	 0.003155  
0.720000 	 1.403177 	 1.399975 	 0.003202  
0.730000 	 1.407378 	 1.404128 	 0.003249  
0.740000 	 1.411623 	 1.408325 	 0.003298  
0.750000 	 1.415915 	 1.412566 	 0.003348  
0.760000 	 1.420256 	 1.416856 	 0.003400  
0.770000 	 1.424650 	 1.421197 	 0.003453  
0.780000 	 1.429100 	 1.425592 	 0.003508  
0.790000 	 1.433607 	 1.430043 	 0.003564  
0.800000 	 1.438175 	 1.434553 	 0.003622  
0.810000 	 1.442806 	 1.439125 	 0.003681  
0.820000 	 1.447502 	 1.443761 	 0.003741  
0.830000 	 1.452268 	 1.448464 	 0.003803  
0.840000 	 1.457104 	 1.453237 	 0.003867  
0.850000 	 1.462014 	 1.458081 	 0.003932  
0.860000 	 1.466999 	 1.463000 	 0.003999  
0.870000 	 1.472063 	 1.467996 	 0.004068  
0.880000 	 1.477208 	 1.473071 	 0.004138  
0.890000 	 1.482437 	 1.478227 	 0.004210  
0.900000 	 1.487750 	 1.483468 	 0.004283  
0.910000 	 1.493152 	 1.488794 	 0.004358  
0.920000 	 1.498644 	 1.494210 	 0.004434  
0.930000 	 1.504228 	 1.499716 	 0.004513  
0.940000 	 1.509907 	 1.505315 	 0.004592  
0.950000 	 1.515683 	 1.511009 	 0.004674  
0.960000 	 1.521557 	 1.516800 	 0.004757  
0.970000 	 1.527532 	 1.522690 	 0.004842  
0.980000 	 1.533611 	 1.528682 	 0.004929  
0.990000 	 1.539794 	 1.534777 	 0.005017  
1.000000 	 1.546084 	 1.540978 	 0.005106  
