0.010000	1.009900
0.020000	1.019603
0.030000	1.029110
0.040000	1.038424
0.050000	1.047547
0.060000	1.056482
0.070000	1.065231
0.080000	1.073799
0.090000	1.082186
0.100000	1.090397
0.110000	1.098435
0.120000	1.106302
0.130000	1.114001
0.140000	1.121538
0.150000	1.128913
0.160000	1.136132
0.170000	1.143197
0.180000	1.150112
0.190000	1.156880
0.200000	1.163505
0.210000	1.169991
0.220000	1.176342
0.230000	1.182560
0.240000	1.188651
0.250000	1.194616
0.260000	1.200461
0.270000	1.206189
0.280000	1.211804
0.290000	1.217309
0.300000	1.222708
0.310000	1.228006
0.320000	1.233205
0.330000	1.238310
0.340000	1.243324
0.350000	1.248251
0.360000	1.253096
0.370000	1.257861
0.380000	1.262550
0.390000	1.267168
0.400000	1.271717
0.410000	1.276202
0.420000	1.280626
0.430000	1.284993
0.440000	1.289307
0.450000	1.293571
0.460000	1.297788
0.470000	1.301963
0.480000	1.306099
0.490000	1.310200
0.500000	1.314268
0.510000	1.318308
0.520000	1.322323
0.530000	1.326316
0.540000	1.330291
0.550000	1.334251
0.560000	1.338200
0.570000	1.342140
0.580000	1.346076
0.590000	1.350011
0.600000	1.353947
0.610000	1.357888
0.620000	1.361837
0.630000	1.365798
0.640000	1.369773
0.650000	1.373766
0.660000	1.377779
0.670000	1.381817
0.680000	1.385881
0.690000	1.389974
0.700000	1.394101
0.710000	1.398263
0.720000	1.402464
0.730000	1.406706
0.740000	1.410993
0.750000	1.415327
0.760000	1.419710
0.770000	1.424147
0.780000	1.428639
0.790000	1.433188
0.800000	1.437799
0.810000	1.442473
0.820000	1.447213
0.830000	1.452021
0.840000	1.456900
0.850000	1.461853
0.860000	1.466882
0.870000	1.471989
0.880000	1.477177
0.890000	1.482448
0.900000	1.487805
0.910000	1.493249
0.920000	1.498783
0.930000	1.504410
0.940000	1.510131
0.950000	1.515948
0.960000	1.521864
0.970000	1.527881
0.980000	1.534000
0.990000	1.540224
1.000000	1.546555
